City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
251,Tuatapere,NZ,2020-02-23 06:37:46,-46.13,167.68,59.0,80,27,15.99,scattered clouds,0,0
252,Cine,TR,2020-02-23 06:47:46,37.61,28.06,50.0,83,20,2.24,few clouds,0,0
253,Inhambane,MZ,2020-02-23 06:43:40,-23.86,35.38,86.0,74,20,4.7,few clouds,0,0
254,Castanos,MX,2020-02-23 06:47:47,26.78,-101.42,55.0,65,92,1.99,overcast clouds,0,0
255,Saint George,US,2020-02-23 06:43:00,37.1,-113.58,44.01,100,90,4.7,light rain,0,0
256,Mutis,CO,2020-02-23 06:47:47,6.23,-77.4,79.84,77,97,10.16,overcast clouds,0,0
257,Martapura,ID,2020-02-23 06:47:47,-3.42,114.85,83.86,83,35,2.55,moderate rain,6.94,0
258,Stillwater,US,2020-02-23 06:47:00,36.12,-97.06,51.8,57,40,5.82,scattered clouds,0,0
259,Magadan,RU,2020-02-23 06:41:09,59.57,150.8,2.17,91,100,3.36,overcast clouds,0,0
260,Zheleznodorozhnyy,RU,2020-02-23 06:47:48,55.75,38.0,35.01,96,90,13.42,light snow,0,0
261,Oksfjord,NO,2020-02-23 06:47:48,70.24,22.35,32.0,80,66,10.29,broken clouds,0,0
262,Birjand,IR,2020-02-23 06:43:01,32.87,59.22,62.6,36,18,12.08,few clouds,0,0
263,Cabo San Lucas,MX,2020-02-23 06:47:18,22.89,-109.91,71.01,55,69,1.01,broken clouds,0,0
264,Sisimiut,GL,2020-02-23 06:41:15,66.94,-53.67,-5.42,58,53,5.14,broken clouds,0,0
265,Palana,RU,2020-02-23 06:41:22,59.12,159.97,11.16,94,100,6.44,light snow,0,0.19
266,Namwala,ZM,2020-02-23 06:47:49,-15.75,26.44,71.62,89,100,3.44,overcast clouds,0,0
267,Kirkwall,GB,2020-02-23 06:47:49,58.98,-2.96,41.0,75,80,25.28,light rain,0.25,0
268,Fort Nelson,CA,2020-02-23 06:39:00,58.81,-122.7,19.4,67,5,3.36,clear sky,0,0
269,Chilca,PE,2020-02-23 06:47:50,-12.52,-76.74,75.2,83,75,8.05,broken clouds,0,0
270,Indramayu,ID,2020-02-23 06:47:50,-6.33,108.32,86.65,70,11,16.75,light rain,0.88,0
271,Tiksi,RU,2020-02-23 06:41:41,71.69,128.87,-9.8,93,98,5.7,overcast clouds,0,0
272,Yeniseysk,RU,2020-02-23 06:47:51,58.45,92.17,25.66,89,94,2.91,overcast clouds,0,0
273,Sierpc,PL,2020-02-23 06:47:51,52.86,19.67,38.44,80,100,17.18,overcast clouds,0,0
274,Lively,CA,2020-02-23 06:47:51,46.43,-81.15,28.4,100,90,11.41,fog,0,0
275,Mogadishu,SO,2020-02-23 06:47:51,2.04,45.34,84.2,66,40,12.75,scattered clouds,0,0
276,San Quintin,MX,2020-02-23 06:42:03,30.48,-115.95,56.93,79,0,7.74,clear sky,0,0
277,Roma,US,2020-02-23 06:36:18,43.21,-75.46,28.0,85,1,7.4,clear sky,0,0
278,Clyde River,CA,2020-02-23 06:47:52,70.47,-68.59,-25.6,74,1,4.7,clear sky,0,0
279,Corinto,GR,2020-02-23 06:47:52,37.94,22.96,46.99,75,75,8.05,broken clouds,0,0
280,Gat,IL,2020-02-23 06:41:03,31.61,34.76,55.0,76,75,2.24,broken clouds,0,0
281,Southport,GB,2020-02-23 06:47:53,53.65,-3.01,45.0,100,75,3.36,light intensity drizzle rain,0,0
282,Moose Factory,CA,2020-02-23 06:44:28,51.26,-80.61,15.8,92,90,4.7,overcast clouds,0,0
283,Kutum,SD,2020-02-23 06:47:53,14.2,24.67,59.52,19,0,5.53,clear sky,0,0
284,Airai,TL,2020-02-23 06:41:00,-8.93,125.41,77.92,78,22,2.37,light rain,2.31,0
285,Paso De Los Toros,UY,2020-02-23 06:47:53,-32.82,-56.52,55.31,82,0,7.25,clear sky,0,0
286,Mapiripan,CO,2020-02-23 06:47:54,2.89,-72.13,76.93,80,99,3.51,overcast clouds,0,0
287,Nan,TH,2020-02-23 06:47:54,18.83,100.67,86.0,37,0,3.36,clear sky,0,0
288,Batemans Bay,AU,2020-02-23 06:43:15,-35.72,150.18,75.0,79,82,14.0,broken clouds,0,0
289,Kungurtug,RU,2020-02-23 06:47:54,50.6,97.52,19.65,91,100,4.03,light snow,0,0.44
290,Vestmannaeyjar,IS,2020-02-23 06:41:03,63.44,-20.27,37.89,59,87,30.24,light snow,0,1.25
291,Bulgan,MN,2020-02-23 06:47:55,48.81,103.53,22.64,74,97,5.28,overcast clouds,0,0
292,Cooma,AU,2020-02-23 06:43:16,-36.23,149.13,77.0,36,82,9.17,broken clouds,0,0
293,Maniitsoq,GL,2020-02-23 06:44:47,65.42,-52.9,11.12,58,94,7.67,overcast clouds,0,0
294,Komsomolskiy,UZ,2020-02-23 06:42:05,40.43,71.72,51.8,66,78,2.24,haze,0,0
295,Sakaiminato,JP,2020-02-23 06:47:55,35.55,133.23,50.0,43,75,14.99,broken clouds,0,0
296,Mercedes,AR,2020-02-23 06:47:56,-34.65,-59.43,61.0,52,0,1.99,clear sky,0,0
297,Iqaluit,CA,2020-02-23 06:39:50,63.75,-68.51,-31.0,66,20,18.34,few clouds,0,0
298,Popondetta,PG,2020-02-23 06:47:56,-8.75,148.25,82.15,78,60,4.52,light rain,2.13,0
299,Kholm,RU,2020-02-23 06:38:00,59.27,32.85,36.46,83,100,12.8,light snow,0,0.44
300,Tongliao,CN,2020-02-23 06:47:56,43.61,122.27,45.36,24,100,19.71,overcast clouds,0,0
301,Vaitape,PF,2020-02-23 06:44:05,-16.52,-151.75,83.34,70,37,9.15,scattered clouds,0,0
302,Vostok,RU,2020-02-23 06:41:46,46.49,135.88,15.33,88,83,6.67,broken clouds,0,0
303,Comodoro Rivadavia,AR,2020-02-23 06:39:52,-45.87,-67.5,73.4,31,19,19.46,few clouds,0,0
304,Tessalit,ML,2020-02-23 06:47:57,20.2,1.01,66.83,17,59,12.64,broken clouds,0,0
305,Cururupu,BR,2020-02-23 06:47:57,-1.83,-44.87,72.91,98,97,4.0,moderate rain,5.44,0
306,La Ronge,CA,2020-02-23 06:45:00,55.1,-105.28,30.2,68,20,11.41,few clouds,0,0
307,Ingraj Bazar,IN,2020-02-23 06:47:58,25.0,88.15,84.47,33,59,5.44,light rain,0.25,0
308,Gorontalo,ID,2020-02-23 06:47:58,0.54,123.06,87.78,58,62,1.66,light rain,0.19,0
309,Upernavik,GL,2020-02-23 06:47:58,72.79,-56.15,-12.86,94,69,2.82,broken clouds,0,0
310,Taoudenni,ML,2020-02-23 06:42:01,22.68,-3.98,70.12,14,65,12.55,broken clouds,0,0
311,Snezhnogorsk,RU,2020-02-23 06:47:58,69.19,33.25,32.0,98,40,4.47,scattered clouds,0,0
312,Reconquista,AR,2020-02-23 06:47:59,-29.15,-59.65,58.28,61,27,4.34,scattered clouds,0,0
313,Along,IN,2020-02-23 06:47:59,28.17,94.77,77.27,35,56,0.83,broken clouds,0,0
314,Paamiut,GL,2020-02-23 06:41:54,61.99,-49.67,21.49,85,100,10.8,light snow,0,1.19
315,Jodar,ES,2020-02-23 06:47:59,37.84,-3.35,44.01,69,24,4.94,few clouds,0,0
316,Vila Velha,BR,2020-02-23 06:42:18,-20.33,-40.29,73.4,88,90,6.93,light rain,0,0
317,Churapcha,RU,2020-02-23 06:48:00,62.0,132.43,3.74,90,100,2.91,overcast clouds,0,0
318,Bengkulu,ID,2020-02-23 06:48:00,-3.8,102.27,92.53,47,0,2.28,clear sky,0,0
319,Selje,NO,2020-02-23 06:48:00,62.05,5.35,39.2,64,100,14.99,light snow,0,1.31
320,Olga,RU,2020-02-23 06:48:00,43.74,135.29,30.2,55,81,26.42,broken clouds,0,0
321,Samarai,PG,2020-02-23 06:41:11,-10.62,150.67,85.24,78,52,5.19,light rain,1.56,0
322,Deputatskiy,RU,2020-02-23 06:43:53,69.3,139.9,-13.99,99,88,2.1,overcast clouds,0,0
323,Port Macquarie,AU,2020-02-23 06:47:03,-31.43,152.92,75.99,64,75,11.41,broken clouds,0,0
324,Hasaki,JP,2020-02-23 06:48:01,35.73,140.83,57.0,22,20,19.46,few clouds,0,0
325,Mayo,US,2020-02-23 06:43:29,38.89,-76.51,37.99,58,1,4.47,clear sky,0,0
326,San Cristobal,VE,2020-02-23 06:41:17,7.77,-72.22,56.17,97,100,1.83,light rain,0.75,0
327,Mumford,GH,2020-02-23 06:48:02,5.26,-0.76,78.35,92,76,3.33,broken clouds,0,0
328,Kisaran,ID,2020-02-23 06:48:02,2.98,99.62,91.08,47,6,4.25,clear sky,0,0
329,Novita,CO,2020-02-23 06:48:02,4.96,-76.61,69.93,95,71,1.23,broken clouds,0,0
330,Ndola,ZM,2020-02-23 06:48:02,-12.96,28.64,69.91,93,100,2.46,light rain,1.56,0
331,Yefremov,RU,2020-02-23 06:48:02,53.15,38.1,30.51,95,100,22.08,light snow,0,1
332,Punta Cardon,VE,2020-02-23 06:48:03,11.66,-70.22,75.31,82,100,13.69,overcast clouds,0,0
333,Netivot,IL,2020-02-23 06:48:03,31.42,34.59,55.99,79,96,1.39,light rain,0.12,0
334,Maputo,MZ,2020-02-23 06:48:03,-25.97,32.59,75.2,83,75,17.22,broken clouds,0,0
335,Gornozavodsk,RU,2020-02-23 06:48:03,58.38,58.32,26.15,87,100,12.01,light snow,0,0.13
336,Obukhiv,UA,2020-02-23 06:48:04,50.11,30.62,41.0,82,75,11.18,light rain,0,0
337,Dehloran,IR,2020-02-23 06:48:04,32.69,47.27,67.66,39,34,5.3,scattered clouds,0,0
338,Noshiro,JP,2020-02-23 06:48:04,40.2,140.02,37.4,67,75,18.34,light shower snow,0,0
339,Lompoc,US,2020-02-23 06:39:28,34.64,-120.46,55.4,76,90,8.05,overcast clouds,0,0
340,Cockburn Town,TC,2020-02-23 06:43:45,21.46,-71.14,76.1,80,22,18.41,few clouds,0,0
341,Drawsko Pomorskie,PL,2020-02-23 06:48:05,53.53,15.81,42.8,60,20,11.41,few clouds,0,0
342,Khani,GE,2020-02-23 06:48:05,41.96,42.96,46.4,93,90,1.12,overcast clouds,0,0
343,Baykit,RU,2020-02-23 06:48:05,61.67,96.37,21.09,88,75,3.29,broken clouds,0,0
344,Xiangfan,CN,2020-02-23 06:48:06,32.04,112.14,67.42,36,52,5.3,broken clouds,0,0
345,San Policarpo,PH,2020-02-23 06:48:06,12.18,125.51,81.45,73,0,13.29,light rain,0.5,0
346,Waddan,LY,2020-02-23 06:42:04,29.16,16.14,50.67,75,22,11.88,few clouds,0,0
347,Belmonte,BR,2020-02-23 06:43:43,-15.86,-38.88,78.8,83,20,3.36,few clouds,0,0
348,Tazovskiy,RU,2020-02-23 06:48:06,67.47,78.7,22.69,91,100,19.28,light snow,0,0.13
349,Fortuna,US,2020-02-23 06:48:07,40.6,-124.16,48.99,81,90,3.38,overcast clouds,0,0
350,Khash,IR,2020-02-23 06:48:07,28.22,61.22,61.7,47,0,13.13,clear sky,0,0
351,Kruisfontein,ZA,2020-02-23 06:45:18,-34.0,24.73,61.74,63,50,3.74,scattered clouds,0,0
352,Coihaique,CL,2020-02-23 06:48:07,-45.58,-72.07,44.06,92,31,6.73,scattered clouds,0,0
353,Codrington,AU,2020-02-23 06:48:07,-38.27,141.97,64.18,80,20,13.38,few clouds,0,0
354,Ossora,RU,2020-02-23 06:42:48,59.24,163.07,-5.46,81,52,0.4,broken clouds,0,0
355,Rocha,UY,2020-02-23 06:41:23,-34.48,-54.33,52.21,91,0,2.33,clear sky,0,0
356,Klaksvik,FO,2020-02-23 06:40:40,62.23,-6.59,32.0,93,100,8.05,light snow,0,1.19
357,Seoul,KR,2020-02-23 06:40:04,37.57,126.98,46.4,28,1,5.82,clear sky,0,0
358,Dingle,PH,2020-02-23 06:40:51,11.0,122.67,82.89,66,33,16.75,light rain,0.25,0
359,Kieta,PG,2020-02-23 06:48:09,-6.22,155.63,85.44,66,74,2.15,light rain,0.94,0
360,Christchurch,NZ,2020-02-23 06:45:00,-43.53,172.63,64.4,59,0,16.11,clear sky,0,0
361,Nanpiao,CN,2020-02-23 06:48:09,41.1,120.75,47.7,35,32,19.33,scattered clouds,0,0
362,Mount Gambier,AU,2020-02-23 06:41:17,-37.83,140.77,78.8,29,3,17.22,clear sky,0,0
363,Kyaukse,MM,2020-02-23 06:48:10,21.6,96.13,87.8,35,75,3.36,broken clouds,0,0
364,Barabinsk,RU,2020-02-23 06:42:40,55.36,78.36,19.9,92,81,3.58,broken clouds,0,0
365,Tsaratanana,MG,2020-02-23 06:48:10,-16.78,47.65,72.64,83,93,4.29,overcast clouds,0,0
366,Svetlaya,RU,2020-02-23 06:48:10,46.54,138.33,32.47,65,100,10.16,overcast clouds,0,0
367,Valparaiso,CL,2020-02-23 06:43:28,-33.04,-71.63,47.86,89,0,3.18,clear sky,0,0
368,Nuevo Progreso,MX,2020-02-23 06:48:11,23.17,-97.95,63.0,91,75,1.81,light rain,0.81,0
369,Namatanai,PG,2020-02-23 06:48:11,-3.67,152.43,85.93,73,98,12.71,overcast clouds,0,0
370,Gamboma,CG,2020-02-23 06:43:23,-1.88,15.86,77.0,71,100,4.41,overcast clouds,0,0
371,Esperance,AU,2020-02-23 06:40:59,-33.87,121.9,77.0,61,31,16.11,scattered clouds,0,0
372,Muzhi,RU,2020-02-23 06:48:11,65.37,64.67,30.56,82,0,16.91,clear sky,0,0
373,Amalapuram,IN,2020-02-23 06:48:12,16.58,82.02,84.2,62,0,4.7,haze,0,0
374,Rakai,UG,2020-02-23 06:48:12,-0.72,31.48,73.85,66,100,3.91,overcast clouds,0,0
375,Rawson,AR,2020-02-23 06:45:07,-43.3,-65.1,71.58,41,0,24.2,clear sky,0,0
376,Ayan,RU,2020-02-23 06:48:12,56.45,138.17,7.48,88,0,2.71,clear sky,0,0
377,Egvekinot,RU,2020-02-23 06:48:13,66.32,-179.17,-33.97,99,12,2.21,few clouds,0,0
378,Sarangani,PH,2020-02-23 06:48:13,5.4,125.46,81.25,76,50,24.38,scattered clouds,0,0
379,Umm Kaddadah,SD,2020-02-23 06:48:13,13.6,26.69,65.25,18,10,19.3,clear sky,0,0
380,Tuban,ID,2020-02-23 06:48:13,-6.9,112.06,85.39,76,62,8.3,light rain,1.81,0
381,Maragogi,BR,2020-02-23 06:48:13,-9.01,-35.22,81.34,81,92,11.48,light rain,0.75,0
382,Dongli,CN,2020-02-23 06:48:14,23.57,116.82,75.2,38,0,4.47,clear sky,0,0
383,Vilhena,BR,2020-02-23 06:46:37,-12.74,-60.15,66.02,98,100,1.45,overcast clouds,0,0
384,Tatawin,TN,2020-02-23 06:48:14,32.93,10.45,48.2,87,40,4.7,scattered clouds,0,0
385,Aksu,CN,2020-02-23 06:41:57,41.12,80.26,45.01,31,0,3.11,clear sky,0,0
386,Ngaoundere,CM,2020-02-23 06:48:15,7.32,13.58,64.4,34,30,6.93,scattered clouds,0,0
387,Dezful,IR,2020-02-23 06:48:15,32.38,48.41,67.5,39,58,1.5,broken clouds,0,0
388,Kabare,CD,2020-02-23 06:47:47,-2.47,28.82,65.89,89,100,1.57,overcast clouds,0,0
389,Misawa,JP,2020-02-23 06:45:55,40.68,141.36,33.01,61,75,24.16,light shower snow,0,0
390,Hutchinson,US,2020-02-23 06:45:39,38.06,-97.93,50.0,66,1,11.41,clear sky,0,0
391,Miyako,JP,2020-02-23 06:48:16,39.64,141.95,38.48,53,1,24.25,clear sky,0,0
392,Le Port,RE,2020-02-23 06:43:48,-20.94,55.29,82.4,58,100,3.36,overcast clouds,0,0
393,Grindavik,IS,2020-02-23 06:40:54,63.84,-22.43,32.0,67,75,24.16,shower rain,0,0
394,Bucerias,MX,2020-02-23 06:48:17,20.75,-105.33,75.99,94,40,4.29,scattered clouds,0,0
395,Bure,ET,2020-02-23 06:48:17,10.7,37.07,76.71,24,17,3.0,few clouds,0,0
396,Monte Santo,BR,2020-02-23 06:43:29,-10.44,-39.33,71.78,88,90,3.18,light rain,0.19,0
397,West Bay,KY,2020-02-23 06:48:17,19.37,-81.42,75.0,71,28,1.99,scattered clouds,0,0
398,Rundu,NA,2020-02-23 06:48:17,-17.93,19.77,69.8,88,1,5.82,clear sky,0,0
399,Santa Isabel Do Rio Negro,BR,2020-02-23 06:46:53,-0.41,-65.02,76.21,85,99,1.83,overcast clouds,0,0
400,Meulaboh,ID,2020-02-23 06:44:25,4.14,96.13,83.55,68,9,5.35,light rain,0.12,0
401,Acarau,BR,2020-02-23 06:42:12,-2.89,-40.12,73.17,93,100,2.3,overcast clouds,0,0
402,San Martin,AR,2020-02-23 06:48:18,-33.08,-68.47,62.35,46,0,4.23,clear sky,0,0
403,Salalah,OM,2020-02-23 06:48:18,17.02,54.09,77.0,65,0,2.24,clear sky,0,0
404,Kinshasa,CD,2020-02-23 06:48:00,-4.32,15.32,75.2,94,40,2.84,scattered clouds,0,0
405,Katsuura,JP,2020-02-23 06:48:19,35.13,140.3,60.01,26,20,12.75,few clouds,0,0
406,Fort Smith,US,2020-02-23 06:48:19,35.39,-94.4,46.99,45,1,3.83,clear sky,0,0
407,Ambilobe,MG,2020-02-23 06:43:59,-13.2,49.05,84.56,72,20,1.99,few clouds,0,0
408,Broken Hill,AU,2020-02-23 06:41:42,-31.95,141.43,87.8,29,40,14.99,scattered clouds,0,0
409,Fuerte Olimpo,PY,2020-02-23 06:41:39,-21.04,-57.87,66.56,47,0,6.91,clear sky,0,0
410,Gloucester,GB,2020-02-23 06:47:49,51.87,-2.24,55.0,100,90,34.45,light rain,0,0
411,Ilulissat,GL,2020-02-23 06:46:53,69.22,-51.1,1.4,45,91,8.05,overcast clouds,0,0
412,Akita,JP,2020-02-23 06:48:20,39.72,140.12,37.4,59,75,25.28,light shower snow,0,0
413,Sabha,LY,2020-02-23 06:41:13,27.04,14.43,47.43,71,0,9.78,clear sky,0,0
414,Gornyak,RU,2020-02-23 06:48:21,50.99,81.47,19.83,95,100,8.7,light snow,0,0.31
415,Starodub,RU,2020-02-23 06:48:21,52.58,32.76,36.46,96,100,19.08,light rain,2,0
416,Baracoa,CU,2020-02-23 06:48:21,20.35,-74.5,74.41,82,72,10.58,moderate rain,3.19,0
417,Bosaso,SO,2020-02-23 06:48:21,11.28,49.18,78.8,74,20,6.93,few clouds,0,0
418,Namanyere,TZ,2020-02-23 06:48:22,-7.52,31.05,68.76,89,100,2.86,light rain,0.13,0
419,Matadi,CD,2020-02-23 06:48:22,-5.82,13.45,76.48,94,100,6.73,moderate rain,5.75,0
420,Lewistown,US,2020-02-23 06:48:22,40.6,-77.57,30.0,73,1,4.18,clear sky,0,0
421,Mulege,MX,2020-02-23 06:48:22,26.88,-111.98,66.99,68,89,3.47,overcast clouds,0,0
422,Tshikapa,CD,2020-02-23 06:48:23,-6.42,20.8,73.69,96,100,2.06,light rain,2.37,0
423,Nioro,GM,2020-02-23 06:48:23,13.35,-15.75,70.23,37,97,3.91,overcast clouds,0,0
424,Sakassou,CI,2020-02-23 06:48:23,7.45,-5.29,78.8,94,20,11.41,few clouds,0,0
425,Alofi,NU,2020-02-23 06:48:23,-19.06,-169.92,79.93,86,100,18.05,light rain,2.94,0
426,Vao,NC,2020-02-23 06:41:22,-22.67,167.48,79.11,76,36,14.27,scattered clouds,0,0
427,Port-Gentil,GA,2020-02-23 06:48:24,-0.72,8.78,82.4,94,75,4.7,broken clouds,0,0
428,Taltal,CL,2020-02-23 06:48:24,-25.4,-70.48,59.23,90,39,4.34,scattered clouds,0,0
429,Pogradec,AL,2020-02-23 06:48:24,40.9,20.65,28.4,79,20,3.36,few clouds,0,0
430,Mujiayingzi,CN,2020-02-23 06:48:24,42.12,118.78,42.19,32,81,17.92,broken clouds,0,0
431,Arsenyev,RU,2020-02-23 06:48:24,44.16,133.27,20.71,76,0,10.16,clear sky,0,0
432,Basoko,CD,2020-02-23 06:48:25,1.24,23.62,75.72,60,69,2.55,broken clouds,0,0
433,Talara,PE,2020-02-23 06:48:25,-4.58,-81.27,76.12,86,99,8.05,overcast clouds,0,0
434,Dunedin,NZ,2020-02-23 06:39:35,-45.87,170.5,62.01,61,93,3.98,overcast clouds,0,0
435,Haines Junction,CA,2020-02-23 06:48:25,60.75,-137.51,4.1,89,42,4.79,scattered clouds,0,0
436,Turhal,TR,2020-02-23 06:48:25,40.39,36.08,41.0,65,75,8.05,broken clouds,0,0
437,Westport,US,2020-02-23 06:40:58,41.14,-73.36,37.0,74,1,8.08,clear sky,0,0
438,Sibolga,ID,2020-02-23 06:41:47,1.74,98.78,91.22,42,0,4.27,clear sky,0,0
439,Vizinga,RU,2020-02-23 06:48:26,61.07,50.1,29.35,87,100,17.2,light snow,0,0.13
440,Thinadhoo,MV,2020-02-23 06:48:26,0.53,72.93,83.07,80,95,14.38,overcast clouds,0,0
441,Banfora,BF,2020-02-23 06:48:27,10.63,-4.77,72.05,15,0,5.48,clear sky,0,0
442,Shibetsu,JP,2020-02-23 06:48:27,43.66,145.13,32.0,84,75,18.34,broken clouds,0,0
443,Goderich,CA,2020-02-23 06:44:33,43.75,-81.72,36.0,67,17,1.99,few clouds,0,0
444,Bangassou,CF,2020-02-23 06:48:27,4.74,22.82,77.29,19,19,3.29,few clouds,0,0
445,Merzig,DE,2020-02-23 06:48:27,49.45,6.63,50.0,100,90,18.34,light rain,0,0
446,Katherine,AU,2020-02-23 06:48:28,-14.47,132.27,100.4,29,40,8.05,scattered clouds,0,0
447,Krugersdorp,ZA,2020-02-23 06:48:28,-26.09,27.78,71.01,73,40,6.93,scattered clouds,0,0
448,Yerbogachen,RU,2020-02-23 06:41:36,61.28,108.01,19.08,92,97,6.53,overcast clouds,0,0
449,Vallenar,CL,2020-02-23 06:44:01,-28.57,-70.76,56.64,88,0,1.36,clear sky,0,0
450,Nome,US,2020-02-23 06:48:29,64.5,-165.41,-5.8,83,90,11.41,overcast clouds,0,0
451,Winchester,GB,2020-02-23 06:48:29,51.07,-1.32,53.6,93,90,26.4,overcast clouds,0,0
452,Ust-Kut,RU,2020-02-23 06:48:29,56.79,105.77,18.64,89,100,7.4,light snow,0,0.13
453,Zhezkazgan,KZ,2020-02-23 06:43:12,47.8,67.71,17.6,92,90,6.71,mist,0,0
454,Shizunai,JP,2020-02-23 06:47:49,42.33,142.37,28.09,91,100,26.08,snow,0,2.19
455,Asfi,MA,2020-02-23 06:48:30,32.3,-9.24,58.53,44,0,7.02,clear sky,0,0
456,Antofagasta,CL,2020-02-23 06:48:30,-23.65,-70.4,64.17,86,36,3.06,scattered clouds,0,0
457,Borogontsy,RU,2020-02-23 06:42:52,62.67,131.17,0.73,93,100,3.42,overcast clouds,0,0
458,Asyut,EG,2020-02-23 06:48:31,27.18,31.18,51.76,55,46,5.41,scattered clouds,0,0
459,Hokitika,NZ,2020-02-23 06:48:31,-42.72,170.97,61.72,74,0,15.84,clear sky,0,0
460,Verkhnyaya Inta,RU,2020-02-23 06:48:31,65.98,60.31,26.06,83,95,11.52,overcast clouds,0,0
461,Guadalupe Y Calvo,MX,2020-02-23 06:48:31,26.1,-106.97,48.2,83,81,3.89,broken clouds,0,0
462,Crema,IT,2020-02-23 06:48:32,45.36,9.67,46.0,80,82,3.36,broken clouds,0,0
463,Hay River,CA,2020-02-23 06:43:16,60.82,-115.8,-0.4,84,75,2.24,broken clouds,0,0
464,Macherla,IN,2020-02-23 06:48:32,16.48,79.43,86.76,36,27,8.01,scattered clouds,0,0
465,Karabash,RU,2020-02-23 06:48:32,55.48,60.22,25.88,90,66,4.61,broken clouds,0,0
466,Abomsa,ET,2020-02-23 06:48:32,9.98,39.98,73.63,55,23,5.93,few clouds,0,0
467,Yazman,PK,2020-02-23 06:48:32,29.12,71.74,77.22,36,0,8.39,clear sky,0,0
468,Omagari,JP,2020-02-23 06:48:33,39.45,140.48,37.4,59,75,25.28,light shower snow,0,0
469,Hinton,CA,2020-02-23 06:48:33,53.4,-117.59,9.91,81,0,6.11,clear sky,0,0
470,Colares,PT,2020-02-23 06:48:33,38.8,-9.45,61.0,62,6,6.93,clear sky,0,0
471,Esna,EG,2020-02-23 06:42:10,25.29,32.55,56.62,36,73,4.81,broken clouds,0,0
472,Ust-Shonosha,RU,2020-02-23 06:48:33,61.15,41.34,32.0,91,100,20.65,light snow,0,1.5
473,Najran,SA,2020-02-23 06:41:24,17.49,44.13,71.6,30,5,6.93,clear sky,0,0
474,Lazaro Cardenas,MX,2020-02-23 06:45:51,17.96,-102.2,72.77,88,0,1.23,clear sky,0,0
475,Nabire,ID,2020-02-23 06:48:34,-3.37,135.48,85.96,67,89,6.58,overcast clouds,0,0
476,Puertollano,ES,2020-02-23 06:48:34,38.69,-4.11,42.93,47,34,2.08,scattered clouds,0,0
477,Jacareacanga,BR,2020-02-23 06:42:05,-6.22,-57.75,72.54,98,100,1.7,overcast clouds,0,0
478,Mangrol,IN,2020-02-23 06:43:23,21.12,70.12,80.55,52,0,8.34,clear sky,0,0
479,Inongo,CD,2020-02-23 06:48:35,-1.95,18.27,77.68,78,26,2.75,scattered clouds,0,0
480,Doka,SD,2020-02-23 06:48:35,13.52,35.77,75.16,35,0,6.67,clear sky,0,0
481,Arman,RU,2020-02-23 06:48:35,59.7,150.17,1.45,91,100,2.82,overcast clouds,0,0
482,Bolivar,US,2020-02-23 06:48:35,37.61,-93.41,44.01,35,1,6.93,clear sky,0,0
483,San Pedro,PH,2020-02-23 06:41:37,14.35,121.02,87.8,45,40,17.22,scattered clouds,0,0
484,Luderitz,NA,2020-02-23 06:48:36,-26.65,15.16,66.2,77,0,9.17,clear sky,0,0
485,Vire,FR,2020-02-23 06:48:36,48.92,-0.83,52.0,93,90,24.16,overcast clouds,0,0
486,Olinda,BR,2020-02-23 06:48:36,-8.01,-34.86,82.4,78,40,3.36,scattered clouds,0,0
487,Kupang,ID,2020-02-23 06:42:39,-10.17,123.58,86.0,74,75,11.41,broken clouds,0,0
488,Balkanabat,TM,2020-02-23 06:48:37,39.51,54.37,52.21,55,88,3.22,overcast clouds,0,0
489,Antalya,TR,2020-02-23 06:48:37,36.77,30.72,48.2,81,75,6.93,broken clouds,0,0
490,Coxim,BR,2020-02-23 06:40:45,-18.51,-54.76,70.54,97,71,2.62,broken clouds,0,0
491,Johnston,US,2020-02-23 06:48:37,35.53,-78.4,34.0,72,1,5.03,clear sky,0,0
492,Pinhao,BR,2020-02-23 06:48:38,-25.7,-51.66,59.9,82,46,6.53,scattered clouds,0,0
493,Jishu,CN,2020-02-23 06:48:38,44.32,126.8,28.99,75,90,14.56,overcast clouds,0,0
494,Luganville,VU,2020-02-23 06:48:38,-15.53,167.17,80.38,76,22,5.86,few clouds,0,0
495,Marawi,PH,2020-02-23 06:48:38,8.0,124.29,82.99,80,0,5.99,clear sky,0,0
496,Puerto Escondido,MX,2020-02-23 06:40:57,15.85,-97.07,71.11,57,0,3.91,clear sky,0,0
497,Pitimbu,BR,2020-02-23 06:42:27,-7.47,-34.81,78.8,88,20,2.24,few clouds,0,0
498,Palu,ID,2020-02-23 06:48:39,-0.89,119.87,77.86,86,59,3.6,moderate rain,3.12,0
499,Kahramanmaras,TR,2020-02-23 06:48:39,38.0,37.0,46.4,100,75,3.36,broken clouds,0,0
500,Longfeng,CN,2020-02-23 06:48:39,46.55,125.12,27.81,81,100,12.41,overcast clouds,0,0
501,Soroca,MD,2020-02-23 06:48:39,48.16,28.3,37.0,74,100,4.0,overcast clouds,0,0
502,Pontes E Lacerda,BR,2020-02-23 06:48:40,-15.23,-59.34,63.84,96,100,1.45,overcast clouds,0,0
503,Victor Harbor,AU,2020-02-23 06:48:40,-35.57,138.62,88.0,17,12,10.29,few clouds,0,0
