City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Agadir,MA,2020-02-23 05:06:14,30.42,-9.6,69.8,15,0,16.11
306,Jardim,BR,2020-02-23 05:06:14,-21.48,-56.14,61.72,64,0,1.86
307,Praia Da Vitoria,PT,2020-02-23 05:04:17,38.73,-27.07,55.4,76,40,7.14
308,Goma,CD,2020-02-23 05:06:14,-1.68,29.22,60.76,93,100,2.06
309,Ancud,CL,2020-02-23 05:06:14,-41.87,-73.82,51.8,93,0,3.36
310,Osakarovka,KZ,2020-02-23 05:06:15,50.56,72.57,16.27,94,87,1.83
311,Nicoya,CR,2020-02-23 05:06:15,10.15,-85.45,80.6,57,98,20.8
312,Ploemeur,FR,2020-02-23 05:06:15,47.73,-3.43,51.01,100,90,21.92
313,Macas,EC,2020-02-23 05:06:15,-2.32,-78.12,63.95,98,100,0.47
314,Atok,PH,2020-02-23 05:06:15,16.57,120.68,80.94,43,20,6.44
315,Abuyog,PH,2020-02-23 05:06:16,10.67,125.05,84.0,78,32,1.01
316,Ternate,ID,2020-02-23 05:06:16,0.8,127.4,79.88,84,100,5.14
317,Kenai,US,2020-02-23 05:06:16,60.55,-151.26,14.0,92,75,5.82
318,Cape Coast,GH,2020-02-23 05:06:16,5.11,-1.25,81.61,89,69,10.92
319,Calatrava,PH,2020-02-23 05:06:16,10.6,123.48,86.0,62,20,17.22
320,Uglovka,RU,2020-02-23 05:06:17,58.24,33.51,35.1,80,90,15.52
321,Belmonte,BR,2020-02-23 05:04:42,-15.86,-38.88,78.8,83,75,4.7
322,Cervo,ES,2020-02-23 05:06:17,43.67,-7.41,46.99,1,0,3.71
323,Necochea,AR,2020-02-23 05:06:17,-38.55,-58.74,52.0,96,0,4.0
324,Ati,TD,2020-02-23 05:06:17,13.22,18.34,67.46,16,0,9.26
325,Kuryk,KZ,2020-02-23 05:06:18,43.2,51.65,47.61,79,100,11.12
326,Horta,PT,2020-02-23 05:06:18,38.53,-28.63,53.46,82,4,9.78
327,Tefe,BR,2020-02-23 05:06:18,-3.35,-64.71,72.72,95,94,2.62
328,Nishihara,JP,2020-02-23 05:06:18,26.18,127.76,69.8,52,20,11.41
329,Zonguldak,TR,2020-02-23 05:06:18,41.25,31.83,29.62,88,53,0.96
330,Hay River,CA,2020-02-23 05:06:19,60.82,-115.8,-0.4,84,20,2.24
331,Kholm,RU,2020-02-23 05:06:19,59.27,32.85,36.46,83,100,12.8
332,Ust-Ordynskiy,RU,2020-02-23 05:06:19,52.8,104.75,23.0,73,28,15.66
333,Leua,SK,2020-02-23 05:06:19,48.22,18.61,45.0,83,90,3.36
334,Kitale,KE,2020-02-23 05:06:20,1.02,35.01,70.29,56,93,4.16
335,Yantal,RU,2020-02-23 05:06:20,56.85,105.25,19.04,89,97,6.82
336,Kidal,ML,2020-02-23 05:06:20,18.44,1.41,70.83,15,87,15.28
337,Nhulunbuy,AU,2020-02-23 05:06:21,-12.23,136.77,87.8,70,40,11.41
338,Yulara,AU,2020-02-23 05:04:29,-25.24,130.99,95.0,8,0,12.75
339,Husavik,IS,2020-02-23 05:04:46,66.04,-17.34,21.78,67,100,7.87
340,Sao Jose Da Coroa Grande,BR,2020-02-23 05:06:21,-8.9,-35.15,81.34,81,92,11.48
341,Port Hardy,CA,2020-02-23 05:00:21,50.7,-127.42,42.8,81,90,14.99
342,Bandarbeyla,SO,2020-02-23 05:04:25,9.49,50.81,78.28,70,76,16.46
343,San Jose,US,2020-02-23 05:01:48,37.34,-121.89,54.0,81,1,28.86
344,Kutum,SD,2020-02-23 05:06:22,14.2,24.67,59.52,19,0,5.53
345,Labis,MY,2020-02-23 05:06:22,2.38,103.02,86.59,61,33,11.88
346,Poya,NC,2020-02-23 05:06:23,-21.35,165.15,79.99,77,1,16.93
347,Bengkulu,ID,2020-02-23 05:04:37,-3.8,102.27,92.53,47,0,2.28
348,Birnin Kebbi,NG,2020-02-23 05:06:23,12.45,4.2,72.28,13,0,14.34
349,Svetlogorsk,BY,2020-02-23 05:06:23,52.63,29.73,40.66,80,100,16.93
350,Markova,UA,2020-02-23 05:06:23,48.68,24.41,46.4,42,100,17.9
351,Naze,JP,2020-02-23 05:06:23,28.37,129.48,66.2,52,20,17.22
352,Qostanay,KZ,2020-02-23 05:02:04,53.17,63.58,24.8,92,90,2.24
353,Jumla,NP,2020-02-23 05:06:24,29.27,82.18,46.99,92,23,4.05
354,Ullal,IN,2020-02-23 05:06:24,12.8,74.85,84.2,51,100,10.29
355,Seoul,KR,2020-02-23 05:04:59,37.57,126.98,44.6,28,1,4.7
356,San Policarpo,PH,2020-02-23 05:06:24,12.18,125.51,81.45,73,0,13.29
357,Port Hawkesbury,CA,2020-02-23 05:04:33,45.62,-61.35,28.0,85,1,3.36
358,Nicolas Bravo,MX,2020-02-23 05:06:25,18.45,-88.92,62.76,81,16,2.93
359,Tevriz,RU,2020-02-23 05:06:25,57.51,72.4,15.13,89,74,2.8
360,Loiza,PR,2020-02-23 05:06:25,18.43,-65.88,75.0,83,1,5.82
361,Marawi,PH,2020-02-23 05:06:25,8.0,124.29,82.0,79,0,8.99
362,Marienburg,PL,2020-02-23 05:06:26,54.04,19.03,42.01,74,40,18.34
363,Kapoeta,SS,2020-02-23 05:06:26,4.77,33.59,91.9,30,58,15.9
364,Komsomolskiy,UZ,2020-02-23 05:06:26,40.43,71.72,48.2,76,78,4.59
365,Fortuna Foothills,US,2020-02-23 05:06:26,32.66,-114.41,60.8,51,1,6.93
366,San Jeronimo,PE,2020-02-23 05:06:27,-11.95,-75.28,43.41,91,100,3.89
367,Taksimo,RU,2020-02-23 05:06:27,56.34,114.88,17.01,80,98,2.75
368,La Ronge,CA,2020-02-23 05:06:27,55.1,-105.28,28.4,86,20,8.05
369,Arlit,NE,2020-02-23 05:06:27,18.74,7.39,68.61,17,65,10.83
370,Pangnirtung,CA,2020-02-23 05:06:28,66.15,-65.71,-34.62,92,37,1.81
371,Talnakh,RU,2020-02-23 05:04:22,69.49,88.4,8.6,92,75,33.55
372,Abbeville,FR,2020-02-23 05:06:28,50.1,1.83,52.0,100,90,17.22
373,Hirara,JP,2020-02-23 05:06:28,24.8,125.28,73.4,68,75,16.11
374,Eureka,US,2020-02-23 05:04:24,40.8,-124.16,50.0,87,90,1.72
375,Luebo,CD,2020-02-23 05:06:29,-5.35,21.42,73.6,96,100,2.19
376,Moerai,PF,2020-02-23 05:06:29,-22.43,-151.33,81.5,71,100,5.53
377,Scarborough,GB,2020-02-23 05:06:29,54.28,-0.4,43.0,93,100,10.29
378,La Paz,BO,2020-02-23 05:06:29,-16.5,-68.15,46.4,87,75,2.24
379,Guanagazapa,GT,2020-02-23 05:06:30,14.23,-90.64,62.6,77,75,18.34
380,Never,FR,2020-02-23 05:06:30,46.99,3.16,46.0,93,75,6.93
381,Salalah,OM,2020-02-23 05:02:48,17.02,54.09,71.6,78,20,4.7
382,Kabinda,CD,2020-02-23 05:06:30,-6.13,24.48,74.43,88,100,2.1
383,Parabel,RU,2020-02-23 05:06:31,58.7,81.48,12.31,89,0,2.71
384,Makushino,RU,2020-02-23 05:06:31,55.21,67.24,25.41,96,93,4.94
385,San Quintin,MX,2020-02-23 05:06:31,30.48,-115.95,56.93,79,0,7.74
386,Itarema,BR,2020-02-23 05:06:31,-2.92,-39.92,73.17,93,100,2.3
387,Brzeg Dolny,PL,2020-02-23 05:06:31,51.27,16.71,46.0,87,75,26.4
388,Shugurovo,RU,2020-02-23 05:06:32,54.51,52.13,24.78,93,97,16.24
389,Aripuana,BR,2020-02-23 05:06:32,-9.17,-60.63,71.98,99,100,1.63
390,Bukama,CD,2020-02-23 05:05:15,-9.2,25.85,73.04,97,100,1.25
391,Tessalit,ML,2020-02-23 05:06:32,20.2,1.01,66.83,17,59,12.64
392,Lakes Entrance,AU,2020-02-23 05:06:32,-37.88,147.98,79.0,41,2,12.26
393,Houlton,US,2020-02-23 05:06:33,46.13,-67.84,28.0,68,1,4.7
394,Kaseda,JP,2020-02-23 05:06:33,31.42,130.32,55.4,30,20,14.99
395,Ibra,OM,2020-02-23 05:06:33,22.69,58.53,77.07,48,0,0.45
396,Huaihua,CN,2020-02-23 05:06:34,27.55,109.96,65.17,67,91,5.55
397,Lieksa,FI,2020-02-23 05:06:34,63.32,30.02,32.16,96,100,18.66
398,Bend,US,2020-02-23 05:06:34,44.06,-121.32,39.99,51,1,5.82
399,Zhanaozen,KZ,2020-02-23 05:06:34,43.3,52.8,43.57,76,100,11.68
400,Moindou,NC,2020-02-23 05:06:34,-21.69,165.68,89.6,52,20,12.75
401,Huilong,CN,2020-02-23 05:06:35,31.81,121.66,70.0,60,0,1.99
402,Paredon,MX,2020-02-23 05:06:35,16.03,-93.87,80.37,64,0,30.89
403,Cananeia,BR,2020-02-23 05:06:35,-25.01,-47.93,63.81,89,77,2.53
404,Ambon,ID,2020-02-23 05:04:04,-3.7,128.18,93.2,52,40,19.46
405,Krutinka,RU,2020-02-23 05:06:36,56.01,71.51,11.34,91,38,1.92
406,Cabildo,AR,2020-02-23 05:06:36,-38.48,-61.9,62.38,32,0,9.95
407,North Bend,US,2020-02-23 05:06:36,43.41,-124.22,48.99,93,90,2.75
408,Arkhipo-Osipovka,RU,2020-02-23 05:06:36,44.37,38.52,38.98,84,84,2.62
409,Poum,NC,2020-02-23 05:06:37,-20.23,164.02,80.78,77,49,15.46
410,Labuhan,ID,2020-02-23 05:04:41,-6.88,112.21,85.39,76,62,8.3
411,Beaverlodge,CA,2020-02-23 05:05:04,55.22,-119.44,26.6,58,5,19.46
412,Brezova Pod Bradlom,SK,2020-02-23 05:06:37,48.66,17.54,50.0,93,100,1.12
413,Dauphin,CA,2020-02-23 05:06:38,51.15,-100.05,35.6,74,90,2.24
414,Wanaka,NZ,2020-02-23 05:06:38,-44.7,169.15,61.23,56,0,2.98
415,Chapais,CA,2020-02-23 05:04:52,49.78,-74.85,26.6,68,90,9.17
416,Nakamura,JP,2020-02-23 05:06:38,32.98,132.93,51.96,43,0,8.75
417,Chicama,PE,2020-02-23 05:06:39,-7.84,-79.15,73.4,83,40,5.82
418,Soto La Marina,MX,2020-02-23 05:06:39,23.77,-98.22,62.47,92,34,6.87
419,Linqiong,CN,2020-02-23 05:06:39,30.42,103.46,60.01,66,40,2.24
420,Kintampo,GH,2020-02-23 05:06:40,8.06,-1.73,75.38,65,1,4.18
421,Melilla,ES,2020-02-23 05:06:40,35.29,-2.94,59.0,82,90,8.05
422,Weihai,CN,2020-02-23 05:06:40,37.5,122.11,46.67,52,0,18.57
423,Bayan,CN,2020-02-23 05:06:40,46.08,127.4,37.0,42,84,5.61
424,Kulachi,PK,2020-02-23 05:06:40,31.93,70.46,73.24,37,0,2.46
425,Mawlaik,MM,2020-02-23 05:06:41,23.63,94.42,90.52,24,35,2.86
426,Vanavara,RU,2020-02-23 05:06:41,60.34,102.28,22.33,89,96,7.38
427,Araguari,BR,2020-02-23 05:06:41,-18.65,-48.19,68.0,88,78,4.7
428,Juneau,US,2020-02-23 05:06:41,58.3,-134.42,35.01,86,90,13.87
429,San Carlos De Bariloche,AR,2020-02-23 05:05:04,-41.15,-71.31,51.8,53,0,5.82
430,Gogrial,SS,2020-02-23 05:06:42,8.53,28.1,78.15,12,6,6.96
431,Davenport,US,2020-02-23 05:02:58,41.52,-90.58,41.0,69,1,5.82
432,Nyurba,RU,2020-02-23 05:04:39,63.28,118.33,3.85,91,97,2.53
433,Mnogovershinnyy,RU,2020-02-23 05:06:42,53.94,139.92,8.71,88,11,3.44
434,Taman,RU,2020-02-23 05:06:42,45.21,36.72,37.4,86,75,2.24
435,Brcko,BA,2020-02-23 05:06:43,44.87,18.81,42.01,74,97,8.05
436,Luangwa,ZM,2020-02-23 05:06:43,-15.62,30.42,79.34,82,86,1.34
437,Riviere-Au-Renard,CA,2020-02-23 05:06:43,49.0,-64.4,30.2,58,5,9.17
438,Moron,AR,2020-02-23 05:06:43,-34.65,-58.62,66.2,87,0,3.36
439,Bambous Virieux,MU,2020-02-23 05:04:24,-20.34,57.76,82.0,88,40,6.76
440,Coquimbo,CL,2020-02-23 05:05:41,-29.95,-71.34,59.0,87,51,2.24
441,Samarai,PG,2020-02-23 05:06:44,-10.62,150.67,85.24,78,52,5.19
442,Quatre Cocos,MU,2020-02-23 05:04:49,-20.21,57.76,82.0,88,40,7.0
443,Manzil Salim,TN,2020-02-23 05:06:44,35.86,8.48,33.8,86,15,4.7
444,Thunder Bay,CA,2020-02-23 05:04:48,48.4,-89.32,23.0,92,5,1.99
445,Mount Isa,AU,2020-02-23 05:04:30,-20.73,139.5,91.4,46,75,10.29
446,Poso,ID,2020-02-23 05:06:45,-1.4,120.75,73.54,83,65,4.0
447,Qaqortoq,GL,2020-02-23 05:05:41,60.72,-46.03,24.8,73,100,13.87
448,Danilovka,RU,2020-02-23 05:06:45,50.36,44.12,30.6,97,99,12.86
449,Palmer,US,2020-02-23 05:06:45,42.16,-72.33,34.0,68,1,3.13
450,Pedasi,PA,2020-02-23 05:06:46,7.53,-80.03,78.01,78,69,24.9
451,Gorontalo,ID,2020-02-23 05:06:46,0.54,123.06,87.78,58,62,1.66
452,Touros,BR,2020-02-23 05:06:46,-5.2,-35.46,80.6,88,40,6.93
453,Kahului,US,2020-02-23 05:04:25,20.89,-156.47,78.8,57,1,6.93
454,Vredendal,ZA,2020-02-23 05:06:47,-31.67,18.5,71.96,51,6,14.72
455,Coos Bay,US,2020-02-23 05:02:17,43.37,-124.22,48.99,93,90,4.7
456,Pedernales,DO,2020-02-23 05:06:47,18.04,-71.74,65.14,86,0,2.93
457,Tucuman,AR,2020-02-23 05:06:47,-26.82,-65.22,64.4,82,90,4.7
458,Oudtshoorn,ZA,2020-02-23 05:06:47,-33.59,22.2,55.4,93,20,3.36
459,Araouane,ML,2020-02-23 05:06:48,18.9,-3.53,72.48,13,85,10.94
460,Hamilton,US,2020-02-23 05:00:31,39.18,-84.53,37.4,68,1,4.94
461,Makakilo City,US,2020-02-23 05:06:48,21.35,-158.09,78.8,64,1,8.05
462,Swinoujscie,PL,2020-02-23 05:06:48,53.91,14.25,43.0,60,40,17.22
463,Isangel,VU,2020-02-23 05:06:49,-19.55,169.27,79.56,77,26,16.02
464,Martapura,ID,2020-02-23 05:06:49,-3.42,114.85,89.6,66,20,8.05
465,Umm Kaddadah,SD,2020-02-23 05:06:49,13.6,26.69,65.25,18,10,19.3
466,Xiaoweizhai,CN,2020-02-23 05:06:49,26.19,107.51,60.6,73,100,10.0
467,Sitka,US,2020-02-23 05:04:20,57.05,-135.33,37.4,82,90,3.36
468,Verkhoyansk,RU,2020-02-23 05:06:50,67.54,133.38,-5.3,93,100,1.43
469,Tiarei,PF,2020-02-23 05:06:50,-17.53,-149.33,84.2,70,20,11.41
470,Barahona,DO,2020-02-23 05:06:50,18.21,-71.1,77.72,72,38,7.7
471,Varhaug,NO,2020-02-23 05:06:50,58.61,5.65,42.01,86,75,24.16
472,Mogadishu,SO,2020-02-23 05:02:22,2.04,45.34,80.6,69,20,10.29
473,Havelock,US,2020-02-23 05:06:51,34.88,-76.9,33.8,68,1,2.21
474,Puerto Escondido,MX,2020-02-23 05:06:51,15.85,-97.07,71.11,57,0,3.91
475,Awjilah,LY,2020-02-23 05:03:04,29.11,21.29,51.62,67,24,11.43
476,Wufeng,CN,2020-02-23 05:06:51,27.45,104.83,57.04,70,100,4.9
477,Mahibadhoo,MV,2020-02-23 05:06:51,3.78,72.97,82.76,80,90,19.95
478,Cockburn Town,TC,2020-02-23 05:04:51,21.46,-71.14,76.1,80,22,18.41
479,Mackenzie,CA,2020-02-23 05:06:52,55.3,-123.17,28.4,63,1,4.7
480,Calbuco,CL,2020-02-23 05:06:52,-41.77,-73.13,55.4,93,90,6.93
481,Utrecht,NL,2020-02-23 05:04:57,52.0,5.25,48.99,87,75,16.11
482,Alenquer,BR,2020-02-23 05:06:52,-1.94,-54.74,75.2,94,40,3.36
483,Slave Lake,CA,2020-02-23 05:06:53,55.28,-114.77,32.0,82,1,18.34
484,Tucuma,BR,2020-02-23 05:04:31,-0.18,-50.05,76.98,92,99,3.8
485,Nabire,ID,2020-02-23 05:06:53,-3.37,135.48,85.96,67,89,6.58
486,Vostok,RU,2020-02-23 05:06:53,46.49,135.88,15.33,88,83,6.67
487,Stornoway,GB,2020-02-23 05:06:54,58.21,-6.39,37.99,86,31,14.99
488,Westport,US,2020-02-23 05:00:15,41.14,-73.36,39.0,51,1,8.08
489,Caravelas,BR,2020-02-23 05:06:54,-17.71,-39.25,81.01,84,100,14.47
490,Tiznit,MA,2020-02-23 05:06:54,29.58,-9.5,61.18,21,0,26.98
491,Dolores,AR,2020-02-23 05:06:55,-36.31,-57.68,52.12,92,0,2.82
492,Rincon,US,2020-02-23 05:06:16,32.3,-81.24,42.01,93,1,1.34
493,Black River,JM,2020-02-23 05:06:55,18.03,-77.85,79.0,78,40,9.17
494,Mtwara,TZ,2020-02-23 05:06:55,-10.27,40.18,78.8,100,40,6.93
495,Santiago De Cuenda,MX,2020-02-23 05:06:56,20.6,-100.98,62.6,45,40,5.82
496,Saint-Francois,FR,2020-02-23 05:06:56,46.42,3.91,39.99,86,100,8.05
497,Honiara,SB,2020-02-23 05:05:37,-9.43,159.95,89.6,66,20,6.93
498,Santiago Del Estero,AR,2020-02-23 05:06:56,-27.8,-64.26,62.64,46,33,6.67
499,Sidlaghatta,IN,2020-02-23 05:06:57,13.39,77.86,80.01,69,40,6.93
500,Lashio,MM,2020-02-23 05:06:57,22.93,97.75,81.81,31,31,4.72
501,Cooma,AU,2020-02-23 05:06:57,-36.23,149.13,77.0,36,40,8.05
502,Quesnel,CA,2020-02-23 05:06:02,53.0,-122.5,24.8,62,1,3.24
503,Sola,VU,2020-02-23 05:06:57,-13.88,167.55,82.87,78,60,15.39
504,Nikolayevsk-Na-Amure,RU,2020-02-23 05:06:58,53.14,140.73,9.99,86,66,4.61
505,Saint Anthony,US,2020-02-23 05:06:58,45.02,-93.22,33.01,100,1,4.7
506,Mocuba,MZ,2020-02-23 05:06:58,-16.84,36.99,81.37,80,65,3.38
507,Mossendjo,CG,2020-02-23 05:06:58,-2.95,12.73,73.15,97,91,1.1
508,Dehloran,IR,2020-02-23 05:06:59,32.69,47.27,67.66,39,34,5.3
509,Merauke,ID,2020-02-23 05:06:59,-8.47,140.33,84.61,80,73,9.62
510,Le Vauclin,MQ,2020-02-23 05:06:59,14.55,-60.84,69.8,94,0,2.24
511,Verkhnevilyuysk,RU,2020-02-23 05:06:59,63.45,120.32,3.38,91,100,2.33
512,Kyaukse,MM,2020-02-23 05:07:00,21.6,96.13,84.2,39,75,3.36
513,Dharur,IN,2020-02-23 05:07:00,18.82,76.12,88.65,24,0,8.3
514,Ballina,AU,2020-02-23 05:07:00,-28.87,153.57,75.2,78,100,14.99
515,Monastyrshchina,RU,2020-02-23 05:07:00,54.35,31.84,37.08,83,100,15.66
516,Sal Rei,CV,2020-02-23 05:07:01,16.18,-22.92,68.0,72,75,11.41
517,Almeria,ES,2020-02-23 05:07:01,37.17,-2.33,53.6,62,15,5.82
518,Punuare,HN,2020-02-23 05:07:01,14.73,-85.97,64.11,97,28,0.36
519,Venado Tuerto,AR,2020-02-23 05:07:01,-33.75,-61.97,55.0,76,48,8.03
520,Aykhal,RU,2020-02-23 05:07:01,66.0,111.5,-0.4,84,23,4.47
521,Salinopolis,BR,2020-02-23 05:05:48,-0.61,-47.36,80.08,85,91,6.76
522,Olinda,BR,2020-02-23 05:07:02,-8.01,-34.86,82.4,78,20,3.36
523,Davila,PH,2020-02-23 05:07:02,18.47,120.58,82.4,69,40,16.11
524,Jingdezhen,CN,2020-02-23 05:07:02,29.29,117.21,65.8,59,18,5.1
525,Filadelfia,US,2020-02-23 05:05:49,39.95,-75.16,37.99,58,1,4.72
526,Batagay-Alyta,RU,2020-02-23 05:07:03,67.8,130.41,-9.56,95,100,3.11
527,Chachoengsao,TH,2020-02-23 05:07:03,13.62,101.42,102.0,27,0,14.61
528,Mindelheim,DE,2020-02-23 05:07:03,48.05,10.48,46.4,75,100,14.99
529,Yerbogachen,RU,2020-02-23 05:07:03,61.28,108.01,19.08,92,97,6.53
530,Saint-Georges,GD,2020-02-23 05:07:04,12.06,-61.75,77.0,88,20,6.93
531,Havre-Saint-Pierre,CA,2020-02-23 05:07:04,50.23,-63.6,28.4,86,1,16.11
532,Muzhi,RU,2020-02-23 05:07:04,65.37,64.67,30.56,82,0,16.91
533,Walvis Bay,NA,2020-02-23 05:07:04,-22.96,14.51,63.0,88,2,14.99
534,Tahta,EG,2020-02-23 05:07:04,26.77,31.5,46.4,61,65,9.17
535,Charters Towers,AU,2020-02-23 05:07:05,-20.1,146.27,74.86,92,100,12.39
536,Hami,CN,2020-02-23 05:07:05,42.8,93.45,37.99,43,0,3.49
537,Basco,PH,2020-02-23 05:07:05,20.45,121.97,74.05,76,0,25.26
538,Beyneu,KZ,2020-02-23 05:07:05,45.32,55.2,39.79,81,100,11.77
539,Zelenoborskiy,RU,2020-02-23 05:07:05,66.84,32.36,31.46,98,100,7.47
540,Emba,KZ,2020-02-23 05:07:06,48.83,58.14,21.2,93,95,7.31
541,Tautira,PF,2020-02-23 05:07:06,-17.73,-149.15,84.2,70,20,11.41
542,Elban,RU,2020-02-23 05:07:06,50.1,136.51,12.54,90,35,6.46
543,Simpang,ID,2020-02-23 05:07:06,-1.27,104.08,83.21,80,12,7.05
544,Freeport,US,2020-02-23 05:07:06,40.66,-73.58,41.0,27,1,14.27
545,Kolo,PL,2020-02-23 05:07:07,52.2,18.64,44.01,69,100,4.0
546,Zhigansk,RU,2020-02-23 05:07:07,66.77,123.37,-6.84,97,97,7.38
547,Lamu,KE,2020-02-23 05:07:07,-2.27,40.9,82.22,85,71,13.24
548,Arbazh,RU,2020-02-23 05:07:07,57.68,48.31,27.0,87,95,20.13
